ID,text,label,implicit_class,extra_implicit_class,target,implied_statement,gold_exp_no_corr,gold_exp,input_text
929345993094647808," isn't that funny ... u will believe he's guilty & if he's not it had 2b bcuz of  "" white privilege "" "" .. so he's guilty 2u no matter how it turns out . ur neither tolerant nor excepting . u r the very epitome of racist ! i'll tell u what  let me know where the white privilege line is  i need it ! """,hateful,white_grievance,,whites,whites have privilege,The message is hateful against whites because it implies that whites have privilege,The message is hateful towards whites because it implies that whites possess privilege.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against whites because it implies that whites have privilege"
862412296521429120,#wethepeople demand #buildthewall #wallsandlaws arrest those who harbours and helps criminals its called obstruction of justice 10yr jail,hateful,threatening,,immigrants,Immigrants are criminals,The message is hateful against immigrants because it implies that Immigrants are criminals,The message is hateful against immigrants because it implies that immigrants are criminals.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against immigrants because it implies that Immigrants are criminals"
723738177098420225,why are all white people from different countries the same  but people of color ... nevermind . white american racists are weird .,hateful,,,Right-wing Americans,Right-wing Americans are ignorant,The message is hateful against Right-wing Americans because it implies that Right-wing Americans are ignorant,The message is hateful towards Right-wing Americans because it implies that they are ignorant.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Right-wing Americans because it implies that Right-wing Americans are ignorant"
907698014806069120,we as americans best wake the frack up! this is against our constitution and our morality. these people are animals and should be treated as,hateful,inferiority,,Minorities,Minorities groups fighting for equal rights are animals.,The message is hateful against Minorities because it implies that Minorities groups fighting for equal rights are animals.,The message is hateful against minorities because it implies that minority groups fighting for equal rights are animals.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Minorities because it implies that Minorities groups fighting for equal rights are animals."
799730708386299904,put 'um in rubber rafts just off shore & let them work it out-its really not our problem-only deport,hateful,threatening,,IMMIGRANTS,IMMIGRANTS BRING PROBLEMS,The message is hateful against IMMIGRANTS because it implies that IMMIGRANTS BRING PROBLEMS,The message is hateful against IMMIGRANTS because it implies that IMMIGRANTS BRING PROBLEMS.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against IMMIGRANTS because it implies that IMMIGRANTS BRING PROBLEMS"
900884557062393860,i genuinely feel the family's pain . and agree with tweet . no immigrants  no accidents . how dare these immigrants bring their accidents here ?,hateful,stereotypical,,Immigrants,Immigrants are careless,The message is hateful against Immigrants because it implies that Immigrants are careless,The message is hateful against immigrants because it implies that immigrants are careless.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Immigrants because it implies that Immigrants are careless"
899260357859999744," rt also these crazy nazis came out after weeks of people saying to  "" kill all white people "" "" "" "" white people should be extinct "" "" they want a war """,hateful,white_grievance,,non-whites,Non-whites want to kill white people.,The message is hateful against non-whites because it implies that Non-whites want to kill white people.,The message is hateful against non-whites because it implies that non-whites want to kill white people.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against non-whites because it implies that Non-whites want to kill white people."
854773684162220032,what about the white illegal immigrants ?,hateful,,,Whites,Whites are illegals also,The message is hateful against Whites because it implies that Whites are illegals also,The message is hateful towards Whites because it implies that Whites are also illegal.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Whites because it implies that Whites are illegals also"
901218560038633472,as my wife is black  i can say black folk are some of most racist people i know  especially older black women ( they hate me ),hateful,stereotypical,,Black people,Black people are racist,The message is hateful against Black people because it implies that Black people are racist,The message is hateful towards Black people because it implies that Black people are racist.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Black people because it implies that Black people are racist"
760928927581868032,"enough is enough! call out all democrats and republicans who deny this, says this #american - and end the free ride!",hateful,threatening,,Politicians,Politicians are liar.,The message is hateful against Politicians because it implies that Politicians are liar.,The message is hateful towards politicians because it implies that politicians are liars.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Politicians because it implies that Politicians are liar."
892433138214998016,"hate hikes are encouraged, hiking with a weighted pack is even better.",hateful,threatening,,Not specified,The group encourage hate.,The message is hateful against Not specified because it implies that The group encourage hate.,The message is hateful against Not specified because it implies that the group encourages hate.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Not specified because it implies that The group encourage hate."
922573541555429376,they hate white people alex ! and nobody hates them more than the people who look like the cast of seinfeld ! tell your viewers !,hateful,stereotypical,,liberals,liberals are racist against white people.,The message is hateful against liberals because it implies that liberals are racist against white people.,The message is hateful towards liberals because it implies that liberals are racist against white people.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against liberals because it implies that liberals are racist against white people."
901290043465240576,see your point but she wasn't killed by a white policeman so bye laquesha . we have the statues and have to attack dolly parton too white .,hateful,irony,,Minorities,Minorities blame whites for their problems.,The message is hateful against Minorities because it implies that Minorities blame whites for their problems.,The message is hateful against Minorities because it implies that Minorities blame whites for their problems.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Minorities because it implies that Minorities blame whites for their problems."
832133199530561537,one people . one nation . end imigration .,hateful,,,Immigrants,Immigrants are second class citizens,The message is hateful against Immigrants because it implies that Immigrants are second class citizens,The message is hateful towards immigrants because it implies that they are second-class citizens.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Immigrants because it implies that Immigrants are second class citizens"
930551208028376960,"just for you since of course you are a little hollyweird parrot, repeating what cnn and the rest of liberal journalist wannabes, say.",hateful,irony,,Immigrants,Immigrants are like parrots of liberals,The message is hateful against Immigrants because it implies that Immigrants are like parrots of liberals,The message is hateful against immigrants because it implies that immigrants are mindlessly echoing the views of liberals.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Immigrants because it implies that Immigrants are like parrots of liberals"
600484680681545728,50 shot in chicago over the weekend including a 81 year old grandma . this demokkkrat war zone needs the national guard there now !,hateful,stereotypical,,Black people,Black people are violent,The message is hateful against Black people because it implies that Black people are violent,The message is hateful towards Black people because it implies that Black people are violent.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Black people because it implies that Black people are violent"
903122701623201792,what white people go to synagogues ?,hateful,incitement,,white people,White people don't like Jews.,The message is hateful against white people because it implies that White people don't like Jews.,The message is hateful towards white people because it implies that white people dislike Jews.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against white people because it implies that White people don't like Jews."
284844291761766401,black people only seem to thrive in white countries . how strange .,hateful,irony,,black people,Black people can't survive without white people.,The message is hateful against black people because it implies that Black people can't survive without white people.,The message is hateful towards black people because it implies that black people cannot survive without white people.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against black people because it implies that Black people can't survive without white people."
825008618349027328,new slogan for the #dncwhite people should be seen and not heard .,hateful,,,Democrats,Democrats oppress whites,The message is hateful against Democrats because it implies that Democrats oppress whites,The message is hateful towards Democrats because it implies that Democrats oppress whites.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Democrats because it implies that Democrats oppress whites"
GAB_15273,As if killing a few people who deserved it means you are the most right wingest that ever existed or something,hateful,threatening,,Right Wing,Right wing are killer.,The message is hateful against Right Wing because it implies that Right wing are killer.,The message is hateful towards the Right Wing because it implies that the Right Wing are killers.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Right Wing because it implies that Right wing are killer."
662106251099308032,"****they dont look human. they look like a bunch of ugly monkeys, sorry monkeys r better looking !!!",hateful,inferiority,,Black folks,Black people are animals,The message is hateful against Black folks because it implies that Black people are animals,The message is hateful towards Black folks because it implies that Black people are animals.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Black folks because it implies that Black people are animals"
395090433677615105," the biggest lie of all is the fake jewish  "" holocaust "" "" narrative of wwii ! on the importance of exposing the holohoax """,hateful,stereotypical,,Jewish people,Jewish people are making up the Halocaust,The message is hateful against Jewish people because it implies that Jewish people are making up the Halocaust,The message is hateful towards Jewish people because it implies that Jewish people are fabricating the Holocaust.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Jewish people because it implies that Jewish people are making up the Halocaust"
845780575529111552,extinction of america's white population speeds up #swrm #whitepride via,hateful,white_grievance,,white people,White people are superior.,The message is hateful against white people because it implies that White people are superior.,The message is hateful towards white people because it implies that white people are superior.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against white people because it implies that White people are superior."
877775772374663040,idiots like this are worse than the orthodox muslims.,hateful,inferiority,,muslims,Muslims are idiots.,The message is hateful against muslims because it implies that Muslims are idiots.,The message is hateful towards Muslims because it implies that Muslims are idiots.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against muslims because it implies that Muslims are idiots."
904368859230068737,fuhrer is our saviour ; all idiot liberals must note .,hateful,incitement,,Liberals,Liberals are stupid.,The message is hateful against Liberals because it implies that Liberals are stupid.,The message is hateful towards Liberals because it implies that Liberals are stupid.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Liberals because it implies that Liberals are stupid."
831895318929104897,#stopextinction of the white race . your #children need you :,hateful,white_grievance,,white people,White people are dying out.,The message is hateful against white people because it implies that White people are dying out.,The message is hateful towards white people because it implies that white people are dying out.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against white people because it implies that White people are dying out."
847915683149209600,this is why people have to come all the way from south china to teach africans how to mine in their own countries,hateful,stereotypical,,Black people,Black people are stupid,The message is hateful against Black people because it implies that Black people are stupid,The message is hateful towards Black people because it implies that Black people are stupid.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Black people because it implies that Black people are stupid"
927298802637303808,( ... but keep the pipeline open for white people ... shhhhh ),hateful,inferiority,,Minorities,Minorities are second class.,The message is hateful against Minorities because it implies that Minorities are second class.,The message is hateful against minorities because it implies that minorities are second-class citizens.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Minorities because it implies that Minorities are second class."
925134278811357184,will in the first step to action . but you're right  strong action will be necessary to save europe for the white race .,hateful,incitement,,non-white people,non-white people are inferior,The message is hateful against non-white people because it implies that non-white people are inferior,The message is hateful towards non-white people because it implies that non-white people are inferior.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against non-white people because it implies that non-white people are inferior"
333934954595635200,afrikaners establish exclusive all-white community in orania  south africa via,hateful,incitement,,Minorities,Minorities are inferior human beings,The message is hateful against Minorities because it implies that Minorities are inferior human beings,The message is hateful towards minorities because it implies that minorities are inferior human beings.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Minorities because it implies that Minorities are inferior human beings"
666146900345688064,the courageous should meet with to discuss islamic facts. name the enemy to defeat it. #biblical #trump,hateful,threatening,,Muslims,Muslims are the enemy.,The message is hateful against Muslims because it implies that Muslims are the enemy.,The message is hateful towards Muslims because it implies that Muslims are the enemy.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Muslims because it implies that Muslims are the enemy."
927294057881235456,usa was formed by white people for free white people long be,hateful,incitement,,white people,White people made the USA.,The message is hateful against white people because it implies that White people made the USA.,The message is hateful towards white people because it implies that white people are responsible for creating the USA.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against white people because it implies that White people made the USA."
832836568767307776,they probably think the religion was hijacked by radicals and not by the moderates :-) but it's a good start ..,hateful,,,Muslims,Muslims are ignorant,The message is hateful against Muslims because it implies that Muslims are ignorant,The message is hateful against Muslims because it implies that Muslims are ignorant.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Muslims because it implies that Muslims are ignorant"
277057058677854208,hey guys  nz european here . you have my support bringing america back to white america  the way it should've been .,hateful,incitement,,non-white people,non-white people are inferior,The message is hateful against non-white people because it implies that non-white people are inferior,The message is hateful towards non-white people because it implies that they are inferior.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against non-white people because it implies that non-white people are inferior"
705158319485227008,because your fans are mostly white . cohenservatives hate white people .,hateful,white_grievance,,Conservative jews,Conservative jews loathe whites.,The message is hateful against Conservative jews because it implies that Conservative jews loathe whites.,The message is hateful towards Conservative Jews because it implies that Conservative Jews loathe whites.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Conservative jews because it implies that Conservative jews loathe whites."
681835074413801472,detroit : the death of white civilisation | more : via,hateful,white_grievance,,Minorities,Minorities push whites out,The message is hateful against Minorities because it implies that Minorities push whites out,The message is hateful against minorities because it implies that minorities push whites out.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Minorities because it implies that Minorities push whites out"
787089898930974720,even further we need a tab for white culture on your website . colonialism  rape  white on white crime,hateful,,,Whites,Whites victimize others.,The message is hateful against Whites because it implies that Whites victimize others.,The message is hateful towards Whites because it implies that Whites victimize others.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Whites because it implies that Whites victimize others."
777482642707152897,muslim who slashed ny cop w / cleaver deemed not a terror threat after ... by via,hateful,stereotypical,,Muslims,Muslims are violent.,The message is hateful against Muslims because it implies that Muslims are violent.,The message is hateful against Muslims because it implies that Muslims are violent.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Muslims because it implies that Muslims are violent."
375807074896072704," black supremacist screaming  "" i hate white people "" "" attacked whites in new york metro station ( video ) """,hateful,white_grievance,,Black people,Black people are violent,The message is hateful against Black people because it implies that Black people are violent,The message is hateful against Black people because it implies that Black people are inherently violent.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Black people because it implies that Black people are violent"
945356208113880960,"where is the left now? muslims and the belief has to be questioned and brought to book, the longer it",hateful,threatening,,Muslims,Muslims are not to be trusted,The message is hateful against Muslims because it implies that Muslims are not to be trusted,The message is hateful towards Muslims because it implies that Muslims cannot be trusted.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Muslims because it implies that Muslims are not to be trusted"
908541766986379264,yea we were better offwith the floppy-eared gayblade and his manly wife shipping our 401ks and savin,hateful,irony,,Not specified,the group is wasting money.,The message is hateful against Not specified because it implies that the group is wasting money.,The message is hateful against Not specified because it implies that the group is wasting money.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Not specified because it implies that the group is wasting money."
278381460593967104,it is like calling people a witch . one day white people won't fall for it,hateful,white_grievance,,White people,White people are too smart to be fooled.,The message is hateful against White people because it implies that White people are too smart to be fooled.,The message is hateful towards White people because it implies that White people are too smart to be fooled.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against White people because it implies that White people are too smart to be fooled."
193317561243414528,for the birthday of adolf #hitler - html #meinkampf with numbered paragraphs for quick reference and study :,hateful,incitement,,Minorities,Minorities are subpar human beings,The message is hateful against Minorities because it implies that Minorities are subpar human beings,The message is hateful towards minorities because it implies that minorities are inferior human beings.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Minorities because it implies that Minorities are subpar human beings"
729007907828695040,latvia : thousands hold stop white genocide rallies | read more : via,hateful,white_grievance,,white people,White people are dying out.,The message is hateful against white people because it implies that White people are dying out.,The message is hateful towards white people because it implies that white people are dying out.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against white people because it implies that White people are dying out."
743601695070920704,lmao ! ceo of adl ( ( ( jonathan greenblat ) ) ) says echo meme is an online version of burning a cross via,hateful,,,Progressives,Progressives are dishonest and devious.,The message is hateful against Progressives because it implies that Progressives are dishonest and devious.,The message is hateful towards Progressives because it implies that Progressives are dishonest and devious.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Progressives because it implies that Progressives are dishonest and devious."
868972883846082561,he who wears the beanie is a cuck .,hateful,,,women,women cheat on their husbands,The message is hateful against women because it implies that women cheat on their husbands,The message is hateful towards women because it implies that women are unfaithful to their husbands.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against women because it implies that women cheat on their husbands"
859425578558074880,"that's not a woman my friend that's the spawn of satan,. but your correct please deport now,!",hateful,threatening,inferiority,Immigrants,Immigrants should be deported,The message is hateful against Immigrants because it implies that Immigrants should be deported,The message is hateful against immigrants because it implies that immigrants should be deported.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Immigrants because it implies that Immigrants should be deported"
640946696575426560,#algorithm white power !,hateful,incitement,,white people,White people are superior.,The message is hateful against white people because it implies that White people are superior.,The message is hateful towards white people because it implies that white people are superior.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against white people because it implies that White people are superior."
923227003964280832,islamists throughout the white house ? #rt #stopislam #crusades #makedclisten #wakeupamerica,hateful,incitement,,Muslims,Muslims are trying to take over,The message is hateful against Muslims because it implies that Muslims are trying to take over,The message is hateful against Muslims because it implies that Muslims are trying to take over.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Muslims because it implies that Muslims are trying to take over"
397912806088912896,: all-white town fights to preserve segregation in the anti-white new south africa,hateful,incitement,,White people,White people don't like to mix with other races.,The message is hateful against White people because it implies that White people don't like to mix with other races.,The message is hateful towards White people because it implies that White people do not like to mix with other races.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against White people because it implies that White people don't like to mix with other races."
686682060413644800,do you want to save the #whiterace the wise ( #wei #white ) from #whitegenocide ?,hateful,white_grievance,,non-white people,non-white people are oppressive,The message is hateful against non-white people because it implies that non-white people are oppressive,The message is hateful towards non-white people because it implies that non-white people are oppressive.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against non-white people because it implies that non-white people are oppressive"
849564598680383488,if you know someone in your state illegally call immediately you better head to california if your illegal right now.,hateful,irony,,Immigrants,Immigrants should be deported,The message is hateful against Immigrants because it implies that Immigrants should be deported,The message is hateful against immigrants because it implies that immigrants should be deported.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Immigrants because it implies that Immigrants should be deported"
797835824091910145,the revenge of rural white america via,hateful,white_grievance,,non-white people,non-white people are oppressors,The message is hateful against non-white people because it implies that non-white people are oppressors,The message is hateful towards non-white people because it implies that non-white people are oppressors.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against non-white people because it implies that non-white people are oppressors"
136071776882016256,yes : hate injustice toward women  hate curtailing of free speech  hate warfare against non-muslims  hate killing of apostates ...,hateful,stereotypical,,Muslims,Muslims are hateful.,The message is hateful against Muslims because it implies that Muslims are hateful.,The message is hateful towards Muslims because it implies that Muslims are hateful.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Muslims because it implies that Muslims are hateful."
926650760229769216,road to 1488 update : repost with 50 % less dox some music  workout  hit 18 pullups,hateful,,,non-white people,non-white people are inferior,The message is hateful against non-white people because it implies that non-white people are inferior,The message is hateful towards non-white people because it implies that they are inferior.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against non-white people because it implies that non-white people are inferior"
938845155897085952,official : 75 % of berlin criminals are arabs #swrm #hmm via,hateful,stereotypical,,Arabian people,Arabian people are criminals.,The message is hateful against Arabian people because it implies that Arabian people are criminals.,The message is hateful towards Arabian people because it implies that Arabian people are criminals.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Arabian people because it implies that Arabian people are criminals."
599638600238682112," african  "" refugee "" "" was only here nine days before raping a woman | full story : """,hateful,stereotypical,,Immigrants,Immigrants are rapists,The message is hateful against Immigrants because it implies that Immigrants are rapists,The message is hateful against immigrants because it implies that immigrants are rapists.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Immigrants because it implies that Immigrants are rapists"
836698776848891904,it would be nice to have historically white colleges and universities . we have them in the south . that would be called * racist * though,hateful,white_grievance,,white people,White people aren't allowed to have their own schools.,The message is hateful against white people because it implies that White people aren't allowed to have their own schools.,The message is hateful towards white people because it implies that white people are not allowed to have their own schools.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against white people because it implies that White people aren't allowed to have their own schools."
898541982447828998,you don't understand white identity .,hateful,,,Minorities,Minorities are subpar people,The message is hateful against Minorities because it implies that Minorities are subpar people,The message is hateful against minorities because it implies that minorities are inferior individuals.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Minorities because it implies that Minorities are subpar people"
640296779309821952,: racist black thugs shoot white baby in the face for the fun of it,hateful,stereotypical,,Blacks,Blacks are hoodlums,The message is hateful against Blacks because it implies that Blacks are hoodlums,The message is hateful towards Blacks because it implies that Blacks are hoodlums.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Blacks because it implies that Blacks are hoodlums"
739910624428183552,but this works with white-race-obsessed alt right people too .,hateful,,,White people,White people are racists,The message is hateful against White people because it implies that White people are racists,The message is hateful towards White people because it implies that White people are racists.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against White people because it implies that White people are racists"
426161650475880448,dan cook : can we make w.va . a white state ? = = = >,hateful,incitement,,White people,White people want to be segregated from people of color,The message is hateful against White people because it implies that White people want to be segregated from people of color,The message is hateful towards White people because it implies that White people desire segregation from people of color.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against White people because it implies that White people want to be segregated from people of color"
911760089438187520,: what is good for the white race is the ultimate good .,hateful,incitement,,Minorities,Minorities are subpar compared to whites.,The message is hateful against Minorities because it implies that Minorities are subpar compared to whites.,The message is hateful towards minorities because it implies that minorities are inferior to whites.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Minorities because it implies that Minorities are subpar compared to whites."
898627317223665664,blm is a racist hateful group,hateful,white_grievance,,Blacks,Blacks are bigots.,The message is hateful against Blacks because it implies that Blacks are bigots.,The message is hateful towards Blacks because it implies that Blacks are bigots.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Blacks because it implies that Blacks are bigots."
940707817018630144,he looks like a fellow white person  we should trust him !,hateful,,,White people,A white person should trust another white person.,The message is hateful against White people because it implies that A white person should trust another white person.,The message is hateful towards White people because it implies that a white person should not trust another white person.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against White people because it implies that A white person should trust another white person."
892593152451858432,were built by white people . founded on white principles . 2 /,hateful,incitement,,white people,White people build countries.,The message is hateful against white people because it implies that White people build countries.,The message is hateful towards white people because it implies that white people are the ones who build countries.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against white people because it implies that White people build countries."
545895899549810688,hindus worship fire and bacause a teacher was burnt alive in #peshawarattack  hindus must've done it : pak analyst,hateful,stereotypical,,Hindus,Hindus are violent.,The message is hateful against Hindus because it implies that Hindus are violent.,The message is hateful towards Hindus because it implies that Hindus are violent.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Hindus because it implies that Hindus are violent."
842645026047840256,whites need sanctuary . but they need much pruning too . were it not for internal rot then this wouldn't be an issue .,hateful,white_grievance,,white people,White people need help.,The message is hateful against white people because it implies that White people need help.,The message is hateful towards white people because it implies that white people are in need of help.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against white people because it implies that White people need help."
816871647353434112,-arrest & deport everyone of those law breaking sunday bitches and especially the murderers!,hateful,threatening,,Immigrants,Immigrants are murderers,The message is hateful against Immigrants because it implies that Immigrants are murderers,The message is hateful against immigrants because it implies that immigrants are murderers.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Immigrants because it implies that Immigrants are murderers"
591116763565133825,melding marxist socialism with jewish vulture capitalism + jewish corporatism = national socialism + fascism,hateful,stereotypical,,Jews,Jews are greedy,The message is hateful against Jews because it implies that Jews are greedy,The message is hateful towards Jews because it implies that Jews are greedy.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Jews because it implies that Jews are greedy"
